Order,Family,Genus,Species,Binomial,ActivityCycle,AdultBodyMass,GestationLen,HomeRange,DietBreadth,LitterSize,LittersPerYear,MaxLongevity,HabitatBreadth,NeonateBodyMass,PopulationDensity,Terrestriality,TrophicLevel
Rodentia,Muridae,Rattus,lutreolus,Rattus lutreolus,both,106,24.81,NA,NA,4.45,2.4,29,1,4.94,566.83,ground dwelling,omnivore
Rodentia,Muridae,Myotomys,sloggetti,Myotomys sloggetti,NA,106.25,38,NA,NA,1.44,4,NA,NA,11.4,NA,NA,NA
Rodentia,Sciuridae,Spermophilus,spilosoma,Spermophilus spilosoma,diurnal,106.64,NA,0.009534137,1,6.94,2,NA,1,NA,124.53,ground dwelling,omnivore
Chiroptera,Pteropodidae,Nyctimene,major,Nyctimene major,NA,107.06,NA,NA,NA,NA,NA,NA,1,NA,NA,above ground,NA
Rodentia,Muridae,Rattus,baluensis,Rattus baluensis,NA,107.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,omnivore
Rodentia,Muridae,Meriones,persicus,Meriones persicus,NA,107.52,28,NA,NA,5.83,NA,NA,1,4.99,132.86,NA,NA
Rodentia,Heteromyidae,Dipodomys,deserti,Dipodomys deserti,nocturnal,107.63,30.5,NA,1,3.36,2.5,NA,NA,4.08,160.5,ground dwelling,herbivore
Rodentia,Echimyidae,Mesomys,stimulax,Mesomys stimulax,nocturnal,108,NA,NA,2,NA,NA,NA,1,NA,NA,above ground,NA
Afrosoricida,Chrysochloridae,Chrysospalax,villosus,Chrysospalax villosus,NA,108.35,NA,NA,NA,1.93,NA,NA,NA,NA,NA,ground dwelling,carnivore
Rodentia,Sciuridae,Petinomys,genibarbis,Petinomys genibarbis,nocturnal,108.81,NA,NA,NA,1.07,NA,NA,NA,NA,NA,NA,omnivore
Afrosoricida,Tenrecidae,Micropotamogale,ruwenzorii,Micropotamogale ruwenzorii,nocturnal,109.13,NA,NA,NA,1.86,NA,NA,NA,NA,NA,ground dwelling,carnivore
Rodentia,Sciuridae,Funisciurus,isabella,Funisciurus isabella,diurnal,109.31,NA,NA,NA,0.98,NA,NA,NA,NA,NA,above ground,herbivore
Dasyuromorphia,Dasyuridae,Dasyuroides,byrnei,Dasyuroides byrnei,both,109.47,32.49,NA,3,5.14,2,84,NA,0.02,NA,ground dwelling,carnivore
Primates,Tarsiidae,Tarsius,dentatus,Tarsius dentatus,NA,110.42,NA,0.003855591,NA,1.01,NA,NA,NA,NA,129,NA,NA
Rodentia,Cricetidae,Megadontomys,thomasi,Megadontomys thomasi,NA,110.52,NA,NA,NA,2.6,NA,NA,NA,4.5,NA,NA,NA
Rodentia,Muridae,Mylomys,dybowskii,Mylomys dybowskii,NA,110.96,NA,NA,1,4.04,NA,NA,2,NA,167.41,NA,NA
Rodentia,Muridae,Bunomys,chrysocomus,Bunomys chrysocomus,NA,111.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Meriones,tristrami,Meriones tristrami,NA,111.62,23.99,NA,5,5.8,NA,NA,NA,3,NA,NA,NA
Scandentia,Tupaiidae,Tupaia,gracilis,Tupaia gracilis,diurnal,111.95,NA,NA,1,NA,NA,NA,1,NA,NA,NA,omnivore
Rodentia,Muridae,Pogonomelomys,mayeri,Pogonomelomys mayeri,NA,111.97,NA,NA,NA,2.15,NA,NA,1,NA,NA,above ground,NA
Rodentia,Sciuridae,Funisciurus,congicus,Funisciurus congicus,diurnal,112,54.23,0.003290498,NA,2.44,NA,114,1,9.9,1000,above ground,omnivore
Didelphimorphia,Didelphidae,Monodelphis,iheringi,Monodelphis iheringi,nocturnal,112,NA,NA,1,NA,NA,NA,2,NA,NA,ground dwelling,carnivore
Didelphimorphia,Didelphidae,Monodelphis,osgoodi,Monodelphis osgoodi,nocturnal,112,NA,NA,2,NA,NA,NA,1,NA,NA,ground dwelling,carnivore
Didelphimorphia,Didelphidae,Monodelphis,theresa,Monodelphis theresa,nocturnal,112,NA,NA,1,NA,NA,NA,2,NA,NA,ground dwelling,carnivore
Rodentia,Bathyergidae,Cryptomys,damarensis,Cryptomys damarensis,both,112.2,83.55,0.01,3,3,4,NA,2,8.49,NA,ground dwelling,herbivore
Rodentia,Sciuridae,Ammospermophilus,interpres,Ammospermophilus interpres,diurnal,112.53,NA,NA,NA,9.36,1.25,NA,NA,NA,NA,ground dwelling,omnivore
Rodentia,Heteromyidae,Dipodomys,ingens,Dipodomys ingens,nocturnal,113.61,NA,0.000314541,NA,4.77,NA,NA,1,NA,3868.35,ground dwelling,omnivore
Rodentia,Echimyidae,Carterodon,sulcidens,Carterodon sulcidens,NA,113.8,NA,NA,NA,NA,NA,NA,1,NA,NA,ground dwelling,NA
Didelphimorphia,Didelphidae,Glironia,venusta,Glironia venusta,nocturnal,114,NA,NA,2,NA,NA,NA,1,NA,NA,above ground,omnivore
Rodentia,Sciuridae,Sundasciurus,brookei,Sundasciurus brookei,NA,114.05,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA
Primates,Tarsiidae,Tarsius,bancanus,Tarsius bancanus,nocturnal,114.39,125.84,0.01,NA,1,NA,144,1,23.93,62.24,above ground,omnivore
Rodentia,Muridae,Otomys,irroratus,Otomys irroratus,both,114.45,40.52,0.001303714,2,1.65,3.75,NA,1,13.42,3004.04,ground dwelling,herbivore
Rodentia,Cricetidae,Thomasomys,bombycinus,Thomasomys bombycinus,NA,114.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Gliridae,Eliomys,quercinus,Eliomys quercinus,nocturnal,114.61,22.97,NA,NA,4.99,1,66,NA,NA,147.93,above ground,omnivore
Chiroptera,Hipposideridae,Hipposideros,gigas,Hipposideros gigas,NA,115.42,NA,NA,NA,1,NA,NA,NA,28,NA,NA,NA
Rodentia,Cricetidae,Kunsia,tomentosus,Kunsia tomentosus,NA,115.6,NA,NA,NA,NA,NA,NA,1,NA,NA,ground dwelling,NA
Primates,Tarsiidae,Tarsius,syrichta,Tarsius syrichta,nocturnal,115.91,177.99,0.007129928,NA,1.01,NA,180,NA,25.6,NA,NA,herbivore
Chiroptera,Pteropodidae,Harpyionycteris,celebensis,Harpyionycteris celebensis,NA,116.77,NA,NA,NA,0.98,NA,NA,NA,NA,NA,above ground,NA
Rodentia,Muridae,Meriones,vinogradovi,Meriones vinogradovi,NA,117,21.89,NA,NA,7.48,NA,40,NA,3,NA,NA,NA
Rodentia,Muridae,Mammelomys,lanosus,Mammelomys lanosus,NA,117.1,NA,NA,NA,2.68,NA,NA,NA,NA,NA,NA,herbivore
Rodentia,Ctenomyidae,Ctenomys,lewisi,Ctenomys lewisi,NA,117.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,ground dwelling,herbivore
Primates,Galagidae,Galago,thomasi,Galago thomasi,NA,117.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Sciuridae,Hylopetes,spadiceus,Hylopetes spadiceus,nocturnal,118.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Rodentia,Muridae,Gerbilliscus,inclusus,Gerbilliscus inclusus,NA,118.5,23.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Ichthyomys,tweedii,Ichthyomys tweedii,nocturnal,118.5,NA,NA,NA,1.94,NA,NA,2,NA,NA,ground dwelling,carnivore
Didelphimorphia,Didelphidae,Micoureus,regina,Micoureus regina,nocturnal,118.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chiroptera,Pteropodidae,Epomops,franqueti,Epomops franqueti,nocturnal,118.99,161.77,NA,1,1,2,NA,1,20,NA,above ground,NA
Rodentia,Muridae,Rattus,tiomanicus,Rattus tiomanicus,NA,119.29,21.99,NA,NA,3.87,NA,NA,NA,4.1,4912.07,ground dwelling,omnivore
Rodentia,Sciuridae,Microsciurus,mimulus,Microsciurus mimulus,diurnal,120,NA,NA,NA,NA,NA,NA,1,NA,NA,above ground,carnivore
Lagomorpha,Ochotonidae,Ochotona,hyperborea,Ochotona hyperborea,NA,120,28,0.002148301,NA,3.02,NA,NA,NA,9.59,3376.38,ground dwelling,NA
Rodentia,Muridae,Otomys,denti,Otomys denti,NA,120,NA,NA,NA,1.59,NA,NA,NA,20,NA,NA,NA
Rodentia,Cricetidae,Sigmodon,mascotensis,Sigmodon mascotensis,NA,120,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA
Rodentia,Cricetidae,Arvicola,amphibius,Arvicola amphibius,NA,120,21.24,NA,2,4.76,3.5,60,1,5.29,57067.85,NA,NA
Rodentia,Cricetidae,Oryzomys,angouya,Oryzomys angouya,NA,120.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Holochilus,sciureus,Holochilus sciureus,both,120.42,NA,NA,NA,3.12,NA,NA,NA,NA,NA,ground dwelling,omnivore
Rodentia,Muridae,Pelomys,fallax,Pelomys fallax,NA,120.46,NA,NA,2,4,NA,NA,1,NA,983.2,NA,NA
Diprotodontia,Petauridae,Petaurus,breviceps,Petaurus breviceps,nocturnal,120.76,16.68,0.01,NA,1.82,1.3,168,1,0.18,432.14,above ground,omnivore
Rodentia,Muridae,Gerbilliscus,validus,Gerbilliscus validus,NA,121,25,NA,NA,3.94,2,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Sigmodon,ochrognathus,Sigmodon ochrognathus,NA,122,34.59,0.001664175,4,3,NA,NA,2,5.55,NA,NA,NA
Chiroptera,Pteropodidae,Epomops,dobsonii,Epomops dobsonii,NA,122.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Rodentia,Muridae,Rhynchomys,isarogensis,Rhynchomys isarogensis,both,122.29,NA,NA,3,NA,NA,NA,1,NA,332.33,NA,carnivore
Chiroptera,Pteropodidae,Pteropus,woodfordi,Pteropus woodfordi,NA,122.67,NA,NA,4,NA,NA,NA,1,NA,NA,above ground,NA
Rodentia,Geomyidae,Thomomys,bottae,Thomomys bottae,both,122.7,23.87,9.89E-05,5,4.61,2,54,3,3.2,5250,ground dwelling,herbivore
Rodentia,Muridae,Gerbilliscus,nigricaudus,Gerbilliscus nigricaudus,NA,123,NA,NA,1,4.44,5,NA,1,NA,NA,NA,NA
Rodentia,Muridae,Zyzomys,palatilis,Zyzomys palatilis,NA,123,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Dasyuromorphia,Dasyuridae,Phascolosorex,dorsalis,Phascolosorex dorsalis,both,123.03,NA,NA,NA,3.39,NA,NA,NA,NA,NA,ground dwelling,omnivore
Primates,Cebidae,Callithrix,pygmaea,Callithrix pygmaea,diurnal,123.94,134.44,0.002117904,NA,1.93,NA,181.2,NA,14.5,15.9,above ground,omnivore
Chiroptera,Megadermatidae,Macroderma,gigas,Macroderma gigas,nocturnal,124.37,NA,NA,NA,1,1,NA,NA,21.61,NA,above ground,carnivore
Rodentia,Octodontidae,Octomys,mimax,Octomys mimax,nocturnal,124.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,ground dwelling,herbivore
Rodentia,Muridae,Thallomys,nigricauda,Thallomys nigricauda,NA,124.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Rattus,fuscipes,Rattus fuscipes,nocturnal,124.58,22.95,NA,NA,4.58,3.3,41,NA,4.24,1069.81,ground dwelling,omnivore
Rodentia,Heteromyidae,Dipodomys,spectabilis,Dipodomys spectabilis,nocturnal,124.61,23.5,0.000506179,NA,2.67,2,36,NA,7.74,397.71,ground dwelling,omnivore
Rodentia,Geomyidae,Thomomys,umbrinus,Thomomys umbrinus,NA,125.56,NA,NA,NA,2.2,NA,NA,NA,NA,NA,ground dwelling,herbivore
Rodentia,Muridae,Mastacomys,fuscus,Mastacomys fuscus,NA,125.72,35.46,0.000491678,NA,1.41,NA,NA,NA,7.25,NA,NA,NA
Rodentia,Sciuridae,Ammospermophilus,harrisii,Ammospermophilus harrisii,diurnal,126.57,29.19,NA,3,6.32,1,NA,1,3.59,24.97,NA,herbivore
Dasyuromorphia,Dasyuridae,Murexia,longicaudata,Murexia longicaudata,both,126.79,NA,NA,NA,NA,NA,NA,2,NA,NA,above ground,carnivore
Rodentia,Muridae,Parotomys,littledalei,Parotomys littledalei,NA,126.99,NA,NA,3,2.91,NA,NA,1,NA,NA,NA,NA
Rodentia,Muridae,Gerbilliscus,phillipsi,Gerbilliscus phillipsi,NA,127.07,NA,NA,5,NA,NA,NA,2,NA,NA,NA,NA
Rodentia,Muridae,Arvicanthis,blicki,Arvicanthis blicki,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Gliridae,Glis,glis,Glis glis,both,128.09,28.19,0.001479636,3,5.17,1,108,1,NA,3000,above ground,NA
Lagomorpha,Ochotonidae,Ochotona,collaris,Ochotona collaris,diurnal,129,NA,0.001003006,5,3.35,2,72,NA,NA,733.17,ground dwelling,herbivore
Rodentia,Muridae,Parotomys,brantsii,Parotomys brantsii,NA,129.5,37.56,NA,NA,2.04,3,NA,NA,NA,NA,NA,NA
Rodentia,Sciuridae,Dremomys,everetti,Dremomys everetti,NA,129.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,above ground,omnivore
Cingulata,Dasypodidae,Calyptophractus,retusus,Calyptophractus retusus,NA,129.99,NA,NA,2,NA,NA,144,NA,NA,NA,ground dwelling,omnivore
Rodentia,Cricetidae,Xenomys,nelsoni,Xenomys nelsoni,NA,129.99,NA,NA,3,1.6,NA,NA,NA,4.99,NA,above ground,NA
Rodentia,Muridae,Bunomys,fratrorum,Bunomys fratrorum,NA,130.31,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
Chiroptera,Pteropodidae,Pteropus,personatus,Pteropus personatus,NA,130.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Lagomorpha,Ochotonidae,Ochotona,dauurica,Ochotona dauurica,NA,131.01,30,NA,4,5.91,2.25,NA,1,NA,5490.9,ground dwelling,herbivore
Rodentia,Muridae,Rattus,elaphinus,Rattus elaphinus,NA,131.35,NA,NA,5,NA,NA,NA,1,NA,NA,NA,NA
Rodentia,Cricetidae,Sigmodon,leucotis,Sigmodon leucotis,NA,131.78,34.99,NA,4,NA,NA,NA,NA,NA,NA,ground dwelling,NA
Didelphimorphia,Didelphidae,Micoureus,alstoni,Micoureus alstoni,nocturnal,132.3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
Scandentia,Tupaiidae,Tupaia,glis,Tupaia glis,diurnal,132.43,45.99,0.008142403,2,2.22,2.5,149,2,12.6,406.3,above ground,omnivore
Rodentia,Muridae,Rattus,novaeguineae,Rattus novaeguineae,NA,133,NA,NA,2,5.37,NA,NA,NA,NA,NA,ground dwelling,NA
Soricomorpha,Talpidae,Mogera,tokudae,Mogera tokudae,both,133.48,40,NA,4,3.26,1,NA,2,NA,NA,ground dwelling,omnivore
Afrosoricida,Tenrecidae,Hemicentetes,semispinosus,Hemicentetes semispinosus,both,134,53.07,NA,NA,5.32,1.5,32.4,1,7.39,NA,ground dwelling,carnivore
Chiroptera,Phyllostomidae,Phyllostomus,latifolius,Phyllostomus latifolius,NA,134,NA,NA,NA,NA,NA,NA,1,NA,NA,above ground,NA
Chiroptera,Pteropodidae,Rousettus,aegyptiacus,Rousettus aegyptiacus,nocturnal,134,123.39,NA,1,1.07,2,274.8,1,19.13,NA,above ground,herbivore
Chiroptera,Pteropodidae,Epomophorus,gambianus,Epomophorus gambianus,NA,134.59,156.43,NA,1,0.98,2,NA,1,9.96,NA,above ground,herbivore
Rodentia,Sciuridae,Funambulus,tristriatus,Funambulus tristriatus,NA,134.62,NA,NA,1,2.64,NA,NA,1,5.87,NA,NA,NA
Rodentia,Sciuridae,Funisciurus,bayonii,Funisciurus bayonii,NA,134.99,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Chiroptera,Pteropodidae,Harpyionycteris,whiteheadi,Harpyionycteris whiteheadi,NA,135.48,132.74,NA,NA,1,2,NA,1,NA,NA,above ground,herbivore
Chiroptera,Pteropodidae,Epomops,buettikoferi,Epomops buettikoferi,NA,135.67,139.92,NA,NA,0.98,2,NA,1,23.23,NA,above ground,herbivore
Rodentia,Sciuridae,Sciurus,sanborni,Sciurus sanborni,diurnal,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Rodentia,Sciuridae,Funambulus,palmarum,Funambulus palmarum,NA,136.4,34,NA,NA,2.62,NA,NA,NA,NA,NA,NA,NA
Rodentia,Geomyidae,Geomys,breviceps,Geomys breviceps,nocturnal,136.47,NA,NA,NA,2.53,1.7,NA,NA,NA,51.76,ground dwelling,herbivore
Diprotodontia,Petauridae,Gymnobelideus,leadbeateri,Gymnobelideus leadbeateri,nocturnal,137.32,18.43,0.01,NA,1.54,2,132,NA,NA,258.26,above ground,omnivore
Rodentia,Sciuridae,Glaucomys,sabrinus,Glaucomys sabrinus,nocturnal,137.53,40,0.05,NA,3,1,156,NA,5.64,85.93,above ground,omnivore
Rodentia,Cricetidae,Isthmomys,pirrensis,Isthmomys pirrensis,NA,137.71,NA,NA,NA,2.43,NA,NA,NA,NA,NA,ground dwelling,omnivore
Rodentia,Echimyidae,Lonchothrix,emiliae,Lonchothrix emiliae,nocturnal,138.2,NA,NA,3,NA,NA,NA,1,NA,NA,above ground,NA
Rodentia,Dipodidae,Jaculus,orientalis,Jaculus orientalis,NA,138.26,40,NA,NA,2.41,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Tatera,indica,Tatera indica,NA,138.28,25.25,0.001368298,5,4.99,3.75,84,1,3,NA,NA,omnivore
Rodentia,Sciuridae,Spermophilus,perotensis,Spermophilus perotensis,NA,140,NA,NA,NA,6.07,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Chrotomys,gonzalesi,Chrotomys gonzalesi,NA,140.2,NA,NA,1,NA,NA,NA,2,NA,NA,NA,carnivore
Rodentia,Cricetidae,Sigmodon,inopinatus,Sigmodon inopinatus,NA,140.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Aethomys,hindei,Aethomys hindei,NA,140.65,24.66,0.000609998,4,2.05,NA,NA,NA,NA,2191.47,NA,NA
Rodentia,Ctenomyidae,Ctenomys,talarum,Ctenomys talarum,nocturnal,140.84,102.67,2.04E-05,NA,4.34,1.5,36,NA,8,5187.48,ground dwelling,herbivore
Rodentia,Sciuridae,Funisciurus,lemniscatus,Funisciurus lemniscatus,diurnal,140.99,NA,NA,5,1.8,NA,NA,2,NA,NA,above ground,omnivore
Lagomorpha,Ochotonidae,Ochotona,pusilla,Ochotona pusilla,NA,142.5,21.99,NA,NA,8.59,3.5,48,NA,6.74,3279.99,ground dwelling,herbivore
Rodentia,Sciuridae,Pteromys,volans,Pteromys volans,nocturnal,143.09,28.18,0.05,NA,2.5,1.5,45.6,1,NA,NA,above ground,omnivore
Rodentia,Cricetidae,Neotoma,lepida,Neotoma lepida,nocturnal,143.88,32.99,0.001105651,2,2.7,3.5,NA,2,9.36,674.58,above ground,herbivore
Rodentia,Muridae,Stenocephalemys,albocaudata,Stenocephalemys albocaudata,NA,144,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA
Rodentia,Geomyidae,Geomys,attwateri,Geomys attwateri,both,144.06,NA,0.000214131,NA,1.89,NA,NA,1,NA,2024.94,ground dwelling,herbivore
Rodentia,Echimyidae,Diplomys,rufodorsalis,Diplomys rufodorsalis,nocturnal,144.8,NA,NA,1,NA,NA,NA,1,NA,NA,above ground,herbivore
Rodentia,Cricetidae,Scapteromys,tumidus,Scapteromys tumidus,both,146,NA,NA,6,3.63,NA,NA,1,NA,NA,ground dwelling,carnivore
Rodentia,Muridae,Rattus,colletti,Rattus colletti,NA,146.48,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Primates,Galagidae,Galago,zanzibaricus,Galago zanzibaricus,NA,147.35,120,0.01,NA,1.29,2,NA,1,14.5,169,NA,omnivore
Rodentia,Sciuridae,Spermophilus,tereticaudus,Spermophilus tereticaudus,diurnal,147.57,27.57,0.01,2,6.32,1,NA,1,3.84,1456.02,ground dwelling,omnivore
Rodentia,Muridae,Rattus,morotaiensis,Rattus morotaiensis,NA,148.25,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Rodentia,Muridae,Uromys,hadrourus,Uromys hadrourus,NA,149.11,NA,NA,2,3,NA,NA,1,NA,NA,NA,herbivore
Rodentia,Cricetidae,Neotoma,stephensi,Neotoma stephensi,NA,149.22,31.65,NA,1,1.06,1.9,NA,1,10.6,NA,NA,omnivore
Rodentia,Geomyidae,Cratogeomys,fumosus,Cratogeomys fumosus,NA,150,NA,NA,1,NA,NA,NA,NA,NA,NA,ground dwelling,herbivore
Rodentia,Geomyidae,Cratogeomys,zinseri,Cratogeomys zinseri,NA,150,NA,NA,NA,NA,NA,NA,1,NA,NA,ground dwelling,herbivore
Rodentia,Ctenomyidae,Ctenomys,occultus,Ctenomys occultus,NA,150,NA,NA,1,NA,NA,NA,1,NA,NA,ground dwelling,herbivore
Rodentia,Muridae,Lenothrix,canus,Lenothrix canus,NA,150,NA,NA,2,2.91,NA,45.6,1,NA,NA,NA,NA
Rodentia,Muridae,Maxomys,rajah,Maxomys rajah,NA,150,NA,NA,NA,3.29,NA,NA,1,NA,NA,NA,NA
Lagomorpha,Ochotonidae,Ochotona,alpina,Ochotona alpina,NA,150,28.98,NA,NA,3.07,2,36,NA,8.19,812.4,ground dwelling,NA
Rodentia,Muridae,Otomys,laminatus,Otomys laminatus,NA,150,NA,NA,6,NA,NA,NA,1,NA,NA,NA,NA
Rodentia,Geomyidae,Pappogeomys,alcorni,Pappogeomys alcorni,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,ground dwelling,herbivore
Rodentia,Geomyidae,Pappogeomys,bulleri,Pappogeomys bulleri,NA,150,NA,NA,1,0.97,NA,NA,1,NA,NA,ground dwelling,herbivore
Rodentia,Muridae,Maxomys,surifer,Maxomys surifer,NA,150.48,NA,NA,NA,3.54,NA,NA,1,NA,NA,NA,NA
Rodentia,Muridae,Rattus,steini,Rattus steini,NA,151.17,NA,NA,NA,3.65,NA,NA,1,NA,NA,NA,omnivore
Chiroptera,Pteropodidae,Pteropus,vetulus,Pteropus vetulus,NA,151.54,NA,NA,1,NA,NA,NA,1,NA,NA,above ground,NA
Diprotodontia,Pseudocheiridae,Pseudochirulus,mayeri,Pseudochirulus mayeri,NA,151.75,NA,NA,NA,1.26,NA,NA,1,NA,NA,above ground,herbivore
Rodentia,Muridae,Chrotomys,mindorensis,Chrotomys mindorensis,NA,151.98,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Rodentia,Muridae,Chrotomys,whiteheadi,Chrotomys whiteheadi,NA,151.98,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Afrosoricida,Tenrecidae,Echinops,telfairi,Echinops telfairi,nocturnal,152.25,62.54,NA,3,5.49,1,156,1,7.49,NA,above ground,carnivore
Chiroptera,Pteropodidae,Dobsonia,inermis,Dobsonia inermis,NA,152.6,NA,NA,NA,0.99,2,NA,1,NA,NA,above ground,NA
Rodentia,Cricetidae,Holochilus,brasiliensis,Holochilus brasiliensis,NA,155,28.4,NA,NA,3.88,NA,NA,1,4.99,NA,ground dwelling,herbivore
Rodentia,Sciuridae,Iomys,horsfieldii,Iomys horsfieldii,NA,155.5,NA,NA,NA,2.64,NA,NA,1,NA,NA,NA,NA
Rodentia,Sciuridae,Spermophilus,adocetus,Spermophilus adocetus,NA,155.52,NA,NA,1,NA,NA,NA,1,NA,NA,ground dwelling,herbivore
Rodentia,Octodontidae,Octodontomys,gliroides,Octodontomys gliroides,nocturnal,155.77,104.5,NA,1,2.04,NA,88,1,20,NA,above ground,herbivore
Rodentia,Muridae,Rattus,sordidus,Rattus sordidus,NA,157.5,21.89,NA,NA,5.99,NA,NA,1,3,NA,NA,NA
Lagomorpha,Ochotonidae,Ochotona,princeps,Ochotona princeps,diurnal,157.63,30.44,0.001114724,1,2.88,2,84,1,11,774.59,ground dwelling,herbivore
Peramelemorphia,Peramelidae,Microperoryctes,papuensis,Microperoryctes papuensis,nocturnal,158,NA,NA,1,1.01,1,NA,1,NA,NA,ground dwelling,NA
Rodentia,Abrocomidae,Abrocoma,boliviensis,Abrocoma boliviensis,NA,158,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Rodentia,Muridae,Maxomys,alticola,Maxomys alticola,NA,158.96,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA
Rodentia,Muridae,Maxomys,baeodon,Maxomys baeodon,NA,158.96,NA,NA,6,NA,NA,NA,1,NA,NA,NA,NA
Rodentia,Muridae,Maxomys,ochraceiventer,Maxomys ochraceiventer,NA,158.96,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Rodentia,Muridae,Maxomys,panglima,Maxomys panglima,NA,158.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Bathyergidae,Heliophobius,argenteocinereus,Heliophobius argenteocinereus,both,159.46,87,0.000134237,1,2.46,1.5,37.2,1,7,5800,ground dwelling,herbivore
Lagomorpha,Ochotonidae,Ochotona,curzoniae,Ochotona curzoniae,both,159.47,22.5,0.001073894,NA,4.39,3.5,NA,1,11.2,19000,ground dwelling,herbivore
Rodentia,Sciuridae,Paraxerus,flavovittis,Paraxerus flavovittis,NA,160,NA,NA,NA,1.22,NA,NA,2,NA,NA,NA,NA
Scandentia,Tupaiidae,Anathana,ellioti,Anathana ellioti,NA,160,NA,NA,3,4.84,NA,NA,2,NA,NA,NA,NA
Rodentia,Sciuridae,Ammospermophilus,nelsoni,Ammospermophilus nelsoni,diurnal,160.42,26,0.03,3,8.9,1,66,1,4.87,NA,ground dwelling,omnivore
Rodentia,Octodontidae,Octodon,bridgesi,Octodon bridgesi,diurnal,162.25,NA,NA,7,NA,NA,NA,3,NA,NA,ground dwelling,herbivore
Rodentia,Nesomyidae,Nesomys,rufus,Nesomys rufus,both,163.96,NA,0.003902215,2,NA,NA,NA,NA,NA,NA,NA,herbivore
Rodentia,Ctenomyidae,Ctenomys,haigi,Ctenomys haigi,NA,164,NA,3.30E-05,2,NA,NA,NA,2,NA,NA,ground dwelling,NA
Rodentia,Spalacidae,Spalax,ehrenbergi,Spalax ehrenbergi,both,164.35,NA,NA,2,NA,NA,NA,2,NA,NA,ground dwelling,NA
Primates,Tarsiidae,Tarsius,pelengensis,Tarsius pelengensis,NA,165,NA,NA,2,1.02,NA,NA,1,NA,NA,NA,NA
Primates,Tarsiidae,Tarsius,sangirensis,Tarsius sangirensis,NA,165,NA,NA,4,1.02,NA,NA,1,NA,NA,NA,NA
Chiroptera,Pteropodidae,Dobsonia,beauforti,Dobsonia beauforti,NA,165.35,NA,NA,2,0.99,1,NA,1,NA,NA,above ground,NA
Rodentia,Muridae,Rattus,argentiventer,Rattus argentiventer,NA,165.37,21.4,NA,NA,9.85,NA,NA,NA,NA,NA,NA,omnivore
Rodentia,Sciuridae,Spermophilus,mollis,Spermophilus mollis,NA,165.4,NA,0.000957999,4,7.97,NA,NA,2,3.86,2179.42,NA,NA
Rodentia,Ctenomyidae,Ctenomys,dorsalis,Ctenomys dorsalis,NA,165.6,NA,NA,1,NA,NA,NA,2,NA,NA,ground dwelling,herbivore
Rodentia,Echimyidae,Trinomys,dimidiatus,Trinomys dimidiatus,NA,167.6,NA,NA,2,2,NA,NA,1,NA,NA,NA,NA
Rodentia,Cricetidae,Kunsia,fronto,Kunsia fronto,NA,167.99,NA,NA,4,NA,NA,NA,2,NA,NA,NA,herbivore
